id_employee,age,genre,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
936,42,F,Célibataire,Commercial,Cadre Commercial,7,10,5,4,3,2,3,1,3,3,Non,17.0,0,0,6,14,2,Transformation Digitale,Occasionnel,0,3
939,33,M,Célibataire,Consulting,Assistant de Direction,3,6,3,2,3,2,1,2,3,3,Oui,11.0,0,0,1,1,4,Autre,Occasionnel,0,2
940,58,F,Divorcé(e),Consulting,Manager,2,24,6,0,3,2,2,4,3,3,Oui,13.0,0,1,3,5,3,Entrepreunariat,Occasionnel,0,4
941,31,M,Marié(e),Commercial,Représentant Commercial,3,13,7,7,2,2,3,2,4,3,Non,15.0,0,0,2,7,4,Infra & Cloud,Occasionnel,5,2
942,35,F,Marié(e),Consulting,Manager,1,10,10,6,4,3,4,4,1,4,Oui,25.0,0,1,2,21,1,Infra & Cloud,Occasionnel,0,7
944,49,F,Marié(e),Consulting,Consultant,4,29,26,9,1,3,2,3,2,3,Non,11.0,0,1,3,8,2,Autre,Occasionnel,1,7
945,48,M,Marié(e),Consulting,Assistant de Direction,4,13,0,0,4,3,3,1,2,3,Non,17.0,0,2,2,20,4,Transformation Digitale,Occasionnel,0,0
947,31,F,Marié(e),Commercial,Cadre Commercial,1,9,9,8,4,3,3,4,2,3,Non,13.0,0,1,2,20,2,Marketing,Aucun,0,0
949,36,M,Célibataire,Consulting,Assistant de Direction,2,8,6,2,2,3,4,3,3,3,Non,18.0,0,0,6,7,4,Autre,Occasionnel,0,1
950,38,F,Marié(e),Consulting,Directeur Technique,1,15,15,12,4,3,1,2,3,3,Non,13.0,0,1,3,1,3,Entrepreunariat,Occasionnel,5,11
951,32,F,Marié(e),Consulting,Consultant,6,5,3,0,3,2,2,3,3,4,Non,20.0,0,0,3,1,3,Infra & Cloud,Aucun,0,2
952,25,M,Marié(e),Commercial,Représentant Commercial,1,1,1,0,3,2,2,3,3,3,Oui,18.0,1,3,2,19,2,Marketing,Occasionnel,0,0
954,40,M,Divorcé(e),Commercial,Cadre Commercial,2,11,1,0,1,2,2,2,2,3,Non,12.0,0,1,2,10,4,Marketing,Occasionnel,0,0
956,26,M,Célibataire,Commercial,Cadre Commercial,1,7,7,7,3,2,1,2,3,3,Non,12.0,0,0,2,1,3,Transformation Digitale,Frequent,0,7
957,41,M,Célibataire,Consulting,Consultant,2,20,18,13,4,3,1,3,3,3,Oui,13.0,0,0,3,6,3,Transformation Digitale,Occasionnel,2,17
958,36,M,Célibataire,Consulting,Consultant,4,16,11,8,3,3,3,3,3,4,Non,21.0,0,0,6,2,4,Transformation Digitale,Occasionnel,3,9
959,19,M,Célibataire,Commercial,Représentant Commercial,1,1,1,0,4,2,2,2,4,3,Oui,13.0,1,0,3,21,3,Autre,Occasionnel,0,0
960,20,M,Célibataire,Consulting,Consultant,1,1,1,0,1,3,1,2,3,3,Non,19.0,1,0,2,4,3,Entrepreunariat,Occasionnel,0,0
961,31,F,Marié(e),Consulting,Manager,0,10,9,7,4,3,4,3,1,3,Oui,11.0,0,2,2,12,3,Transformation Digitale,Occasionnel,8,5
964,40,M,Divorcé(e),Consulting,Assistant de Direction,8,3,1,1,4,3,2,4,3,3,Oui,14.0,0,1,2,9,4,Transformation Digitale,Frequent,0,0
966,32,F,Marié(e),Consulting,Tech Lead,1,8,8,7,3,3,1,3,4,3,Non,12.0,0,1,2,3,4,Transformation Digitale,Occasionnel,6,3
967,36,M,Marié(e),Commercial,Cadre Commercial,1,16,16,7,3,2,4,1,3,3,Oui,11.0,1,1,6,3,1,Infra & Cloud,Occasionnel,3,7
969,33,F,Célibataire,Consulting,Manager,0,6,5,0,2,2,4,1,3,3,Non,14.0,0,0,3,1,3,Infra & Cloud,Occasionnel,1,4
970,37,M,Marié(e),Commercial,Cadre Commercial,5,17,14,1,1,2,3,3,1,3,Non,11.0,1,0,2,1,4,Infra & Cloud,Occasionnel,11,7
972,45,M,Marié(e),Consulting,Consultant,1,9,9,7,3,3,2,2,2,3,Non,12.0,0,0,5,4,2,Infra & Cloud,Aucun,0,8
974,29,F,Marié(e),Commercial,Représentant Commercial,1,3,3,1,3,3,4,2,3,3,Non,15.0,0,1,5,20,3,Entrepreunariat,Frequent,0,2
975,35,F,Marié(e),Commercial,Cadre Commercial,1,5,5,2,3,3,3,2,3,3,Non,16.0,0,0,3,18,3,Transformation Digitale,Occasionnel,1,0
976,52,M,Marié(e),Consulting,Senior Manager,2,26,9,8,4,3,4,2,2,3,Non,15.0,0,1,2,1,2,Infra & Cloud,Occasionnel,7,8
977,58,M,Célibataire,Consulting,Assistant de Direction,4,7,1,0,4,3,3,1,3,4,Non,24.0,1,0,4,2,3,Entrepreunariat,Occasionnel,0,0
981,53,M,Divorcé(e),Commercial,Senior Manager,6,22,17,13,3,3,3,3,4,3,Non,13.0,0,1,3,2,2,Transformation Digitale,Occasionnel,15,2
982,30,M,Divorcé(e),Commercial,Cadre Commercial,5,10,8,4,3,3,3,1,4,3,Non,11.0,0,1,2,8,2,Autre,Occasionnel,7,7
983,38,F,Célibataire,Commercial,Cadre Commercial,1,6,5,3,3,3,4,2,3,3,Oui,13.0,0,0,1,10,3,Entrepreunariat,Aucun,1,3
984,35,M,Divorcé(e),Commercial,Cadre Commercial,6,12,10,9,4,3,4,2,3,3,Non,13.0,0,1,2,3,4,Infra & Cloud,Occasionnel,0,8
985,39,M,Célibataire,Commercial,Cadre Commercial,0,9,8,7,1,4,3,4,3,3,Non,18.0,0,0,3,2,5,Infra & Cloud,Occasionnel,0,7
986,40,F,Célibataire,Commercial,Cadre Commercial,4,22,1,0,2,4,2,4,2,3,Oui,16.0,1,0,2,24,3,Infra & Cloud,Aucun,0,0
987,47,M,Divorcé(e),Consulting,Tech Lead,1,20,19,10,3,4,3,3,4,3,Oui,19.0,0,0,3,16,4,Transformation Digitale,Frequent,2,7
990,36,M,Divorcé(e),Commercial,Cadre Commercial,4,12,7,7,1,3,4,4,3,3,Non,13.0,0,2,3,8,4,Entrepreunariat,Aucun,0,7
991,31,M,Célibataire,Consulting,Assistant de Direction,0,4,3,2,3,2,1,1,3,4,Oui,22.0,1,0,0,9,2,Transformation Digitale,Aucun,1,2
992,33,M,Célibataire,Commercial,Senior Manager,1,10,10,8,4,3,3,4,3,3,Non,11.0,0,0,2,17,3,Infra & Cloud,Aucun,6,0
994,29,F,Célibataire,Consulting,Assistant de Direction,6,3,0,0,4,2,1,3,3,4,Oui,20.0,1,0,5,10,3,Infra & Cloud,Occasionnel,0,0
995,33,F,Célibataire,Consulting,Assistant de Direction,3,5,3,2,2,3,4,1,3,3,Non,18.0,0,0,4,13,1,Infra & Cloud,Occasionnel,0,2
996,45,F,Divorcé(e),Consulting,Consultant,3,8,5,3,4,3,4,4,3,3,Non,14.0,0,2,2,1,4,Transformation Digitale,Occasionnel,0,2
997,50,M,Divorcé(e),Consulting,Directeur Technique,9,32,5,4,4,3,4,3,2,4,Non,22.0,0,1,1,1,2,Transformation Digitale,Occasionnel,1,3
998,33,F,Marié(e),Consulting,Manager,1,6,6,5,3,4,2,1,3,3,Oui,13.0,0,1,2,1,4,Autre,Frequent,1,2
999,41,M,Divorcé(e),Consulting,Directeur Technique,2,21,18,16,1,3,3,2,4,3,Non,17.0,0,1,2,9,3,Transformation Digitale,Frequent,0,11
1001,27,F,Marié(e),Consulting,Consultant,9,4,2,2,3,3,2,2,3,3,Non,14.0,0,1,2,16,4,Entrepreunariat,Occasionnel,2,2
1002,45,M,Marié(e),Consulting,Consultant,1,9,9,8,4,3,1,3,3,3,Oui,15.0,0,1,2,23,2,Infra & Cloud,Aucun,0,8
1003,47,F,Célibataire,Commercial,Cadre Commercial,1,9,9,0,4,3,4,3,3,3,Oui,17.0,0,0,0,4,2,Infra & Cloud,Occasionnel,0,7
1004,30,F,Marié(e),Consulting,Assistant de Direction,4,7,5,2,1,3,3,2,3,3,Oui,11.0,1,0,2,22,3,Infra & Cloud,Occasionnel,0,1
1005,50,M,Marié(e),Consulting,Tech Lead,3,22,12,11,4,3,3,4,3,3,Oui,18.0,0,1,2,24,3,Infra & Cloud,Occasionnel,1,5
1006,38,M,Marié(e),Consulting,Assistant de Direction,0,3,2,1,3,3,3,2,2,3,Non,17.0,0,1,0,10,1,Transformation Digitale,Frequent,0,2
1007,46,M,Divorcé(e),Consulting,Tech Lead,6,13,8,7,4,3,3,2,3,3,Non,13.0,0,1,3,7,2,Transformation Digitale,Occasionnel,0,7
1009,24,F,Divorcé(e),Consulting,Tech Lead,1,5,4,2,4,2,3,2,3,3,Non,15.0,0,2,6,17,1,Transformation Digitale,Occasionnel,3,2
1010,35,M,Divorcé(e),Consulting,Consultant,1,5,4,2,3,2,2,4,1,4,Oui,24.0,1,1,2,14,4,Autre,Occasionnel,0,2
1011,31,F,Marié(e),Consulting,Tech Lead,1,4,4,3,3,3,1,3,3,3,Non,12.0,0,1,1,1,1,Infra & Cloud,Frequent,0,3
1012,18,M,Célibataire,Consulting,Assistant de Direction,1,0,0,0,2,3,4,4,3,3,Non,15.0,0,0,2,5,2,Infra & Cloud,Aucun,0,0
1013,54,F,Marié(e),Consulting,Tech Lead,8,22,10,7,3,3,3,3,3,3,Non,11.0,0,1,2,17,3,Entrepreunariat,Occasionnel,0,8
1014,35,F,Divorcé(e),Consulting,Manager,1,16,16,10,3,3,3,3,2,3,Oui,11.0,0,1,3,25,4,Transformation Digitale,Occasionnel,10,1
1015,30,F,Marié(e),Consulting,Directeur Technique,0,9,8,7,2,4,1,3,2,3,Oui,12.0,0,3,4,8,2,Infra & Cloud,Occasionnel,1,7
1016,20,F,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,2,1,1,3,3,Oui,15.0,1,0,2,11,3,Transformation Digitale,Occasionnel,0,0
1017,30,F,Célibataire,Consulting,Consultant,0,4,3,2,2,3,2,1,3,3,Non,17.0,1,0,3,5,3,Transformation Digitale,Frequent,1,2
1018,26,M,Marié(e),Consulting,Tech Lead,1,8,8,7,4,4,4,2,3,3,Non,12.0,0,0,2,2,2,Transformation Digitale,Occasionnel,1,3
1019,22,M,Marié(e),Consulting,Consultant,1,4,4,3,2,1,1,1,2,3,Non,15.0,0,1,3,8,1,Infra & Cloud,Occasionnel,1,1
1022,48,M,Célibataire,Consulting,Manager,2,19,2,2,1,2,3,4,3,3,Non,13.0,0,0,0,6,3,Infra & Cloud,Occasionnel,2,2
1024,48,M,Célibataire,Consulting,Manager,7,27,15,11,3,2,3,2,3,3,Non,14.0,0,0,3,4,4,Infra & Cloud,Occasionnel,4,8
1025,41,F,Célibataire,Consulting,Tech Lead,6,8,2,2,4,3,3,2,3,3,Non,14.0,0,0,6,7,2,Transformation Digitale,Occasionnel,2,1
1026,39,F,Marié(e),Consulting,Tech Lead,1,21,21,6,4,2,4,3,3,3,Non,16.0,0,1,3,1,1,Infra & Cloud,Occasionnel,11,8
1027,27,F,Marié(e),Consulting,Tech Lead,0,4,3,2,1,3,4,2,3,3,Non,18.0,0,1,2,2,4,Infra & Cloud,Occasionnel,2,2
1028,35,M,Divorcé(e),Consulting,Consultant,1,3,3,2,2,3,4,1,2,4,Non,20.0,0,1,4,10,3,Autre,Occasionnel,1,2
1029,42,M,Marié(e),Commercial,Senior Manager,6,21,1,0,4,3,3,2,4,3,Non,13.0,0,0,3,5,2,Marketing,Occasionnel,0,0
1030,50,M,Marié(e),Consulting,Consultant,4,8,1,0,1,3,4,2,3,3,Non,18.0,0,0,5,9,3,Infra & Cloud,Occasionnel,0,0
1032,59,F,Célibataire,Consulting,Tech Lead,3,30,5,3,3,2,4,1,3,3,Oui,13.0,0,0,4,2,3,Infra & Cloud,Occasionnel,4,3
1033,37,F,Marié(e),Consulting,Manager,5,15,1,0,1,1,2,1,1,3,Non,15.0,1,0,2,11,2,Transformation Digitale,Occasionnel,0,0
1034,55,M,Marié(e),Consulting,Manager,3,17,8,7,3,3,2,4,3,3,Oui,14.0,0,2,3,18,4,Transformation Digitale,Frequent,6,7
1035,41,F,Divorcé(e),Consulting,Directeur Technique,1,21,21,16,2,1,3,2,3,4,Non,22.0,0,2,3,7,1,Infra & Cloud,Aucun,5,10
1036,38,M,Célibataire,Commercial,Cadre Commercial,8,19,1,0,2,3,4,3,3,3,Oui,12.0,0,0,1,3,4,Infra & Cloud,Occasionnel,0,0
1037,26,M,Célibataire,Commercial,Cadre Commercial,8,7,2,2,2,1,1,4,3,3,Non,18.0,1,0,6,29,2,Transformation Digitale,Aucun,2,2
1038,52,F,Marié(e),Commercial,Senior Manager,1,33,32,14,1,1,4,4,3,3,Non,15.0,1,1,3,2,1,Marketing,Occasionnel,6,9
1039,44,F,Marié(e),Commercial,Cadre Commercial,3,23,12,11,4,4,4,3,3,3,Oui,18.0,0,1,2,28,3,Transformation Digitale,Occasionnel,11,11
1040,50,F,Marié(e),Commercial,Cadre Commercial,0,19,18,7,4,3,3,1,3,3,Non,12.0,0,1,3,1,3,Infra & Cloud,Aucun,0,13
1042,36,F,Célibataire,Consulting,Consultant,1,18,17,13,3,4,1,3,3,3,Non,16.0,1,0,1,16,4,Infra & Cloud,Occasionnel,15,14
1043,39,F,Célibataire,Consulting,Tech Lead,1,21,21,6,4,3,1,3,3,3,Oui,13.0,0,0,2,22,3,Transformation Digitale,Frequent,2,8
1044,33,F,Célibataire,Commercial,Représentant Commercial,0,3,2,2,2,2,4,4,2,3,Non,19.0,0,0,2,8,1,Infra & Cloud,Aucun,2,2
1045,45,F,Marié(e),Commercial,Senior Manager,3,26,9,3,4,3,4,2,4,3,Non,13.0,0,1,4,11,2,Infra & Cloud,Occasionnel,1,1
1046,32,F,Célibataire,Consulting,Consultant,9,10,8,7,4,3,3,2,3,3,Non,12.0,0,0,2,29,4,Transformation Digitale,Aucun,7,7
1047,34,M,Divorcé(e),Commercial,Cadre Commercial,0,16,15,1,2,4,4,4,2,3,Non,11.0,0,1,2,1,4,Marketing,Occasionnel,0,9
1048,59,M,Marié(e),Commercial,Senior Manager,3,14,6,4,2,3,4,3,1,3,Oui,14.0,0,1,1,1,2,Entrepreunariat,Occasionnel,0,4
1049,45,M,Célibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,2,3,2,1,3,3,Non,16.0,0,0,3,24,4,Transformation Digitale,Occasionnel,0,4
1050,53,F,Marié(e),Commercial,Cadre Commercial,2,30,15,7,3,2,2,1,3,3,Non,12.0,0,1,2,2,3,Marketing,Frequent,6,12
1052,36,M,Divorcé(e),Consulting,Consultant,7,9,1,0,1,3,3,2,2,3,Non,14.0,1,1,3,15,3,Autre,Occasionnel,0,0
1053,26,M,Marié(e),Consulting,Assistant de Direction,6,6,3,2,1,3,1,2,3,3,Oui,14.0,1,1,2,2,3,Infra & Cloud,Frequent,1,2
1055,34,F,Marié(e),Commercial,Représentant Commercial,1,1,1,1,3,3,3,4,3,3,Oui,19.0,0,1,2,10,4,Infra & Cloud,Occasionnel,0,0
1056,28,M,Marié(e),Commercial,Représentant Commercial,1,1,1,0,4,3,2,2,3,4,Non,22.0,0,0,5,10,1,Transformation Digitale,Occasionnel,0,0
1060,38,M,Marié(e),Consulting,Assistant de Direction,3,8,2,2,3,3,3,1,3,3,Non,16.0,0,1,2,3,4,Autre,Frequent,2,2
1061,50,M,Marié(e),Consulting,Directeur Technique,2,29,8,1,2,3,3,4,2,3,Oui,11.0,0,1,2,2,4,Transformation Digitale,Occasionnel,7,7
1062,37,F,Célibataire,Consulting,Manager,3,8,4,3,4,3,2,1,2,3,Non,15.0,0,0,3,3,3,Autre,Occasionnel,0,1
1066,40,M,Marié(e),Commercial,Cadre Commercial,1,8,7,7,3,3,1,2,2,3,Non,14.0,0,1,3,26,3,Marketing,Occasionnel,7,5
1068,26,F,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,1,2,3,3,3,3,Non,13.0,0,2,5,1,1,Transformation Digitale,Frequent,1,3
1069,46,M,Divorcé(e),Consulting,Directeur Technique,9,23,2,2,4,3,4,4,3,3,Non,17.0,0,2,0,1,4,Transformation Digitale,Occasionnel,2,2
1070,54,F,Marié(e),Commercial,Cadre Commercial,6,13,9,4,3,2,3,2,3,3,Non,11.0,0,1,4,2,4,Infra & Cloud,Occasionnel,7,0
1071,56,F,Marié(e),Consulting,Assistant de Direction,2,18,5,4,1,3,3,2,3,3,Non,19.0,0,1,4,9,3,Transformation Digitale,Frequent,0,3
1073,36,F,Célibataire,Consulting,Tech Lead,0,15,14,8,4,2,4,2,2,3,Non,11.0,0,0,2,12,5,Transformation Digitale,Occasionnel,7,8
1074,55,M,Célibataire,Consulting,Senior Manager,7,31,9,7,3,2,1,2,4,3,Non,15.0,0,0,3,2,1,Transformation Digitale,Aucun,6,2
1076,43,M,Divorcé(e),Commercial,Cadre Commercial,5,18,1,0,3,2,4,3,3,3,Non,13.0,0,1,5,25,3,Transformation Digitale,Occasionnel,0,0
1077,20,F,Célibataire,Commercial,Représentant Commercial,1,2,2,2,4,3,4,2,3,3,Oui,14.0,1,0,3,9,3,Marketing,Frequent,0,2
1079,21,F,Célibataire,Consulting,Consultant,1,1,1,0,3,2,1,1,2,3,Non,13.0,1,0,6,10,3,Infra & Cloud,Occasionnel,1,0
1080,46,F,Divorcé(e),Consulting,Assistant de Direction,8,19,16,13,4,2,1,1,3,4,Oui,23.0,0,3,2,8,4,Infra & Cloud,Occasionnel,1,7
1081,51,M,Marié(e),Consulting,Assistant de Direction,9,18,10,0,1,3,3,3,4,3,Oui,12.0,1,3,2,4,4,Infra & Cloud,Occasionnel,2,7
1082,28,M,Célibataire,Consulting,Manager,1,10,10,7,2,2,1,1,2,3,Non,12.0,1,0,2,24,2,Entrepreunariat,Aucun,1,9
1083,26,M,Marié(e),Consulting,Consultant,1,6,5,3,1,2,1,1,3,3,Non,16.0,0,2,2,1,2,Transformation Digitale,Occasionnel,1,3
1084,30,M,Marié(e),Consulting,Tech Lead,0,7,6,2,3,3,1,3,2,3,Non,15.0,0,1,1,20,3,Autre,Occasionnel,0,2
1085,41,F,Marié(e),Consulting,Assistant de Direction,1,10,10,6,2,4,3,3,3,3,Non,13.0,0,0,3,7,2,Entrepreunariat,Occasionnel,0,8
1088,38,F,Marié(e),Consulting,Manager,0,20,19,9,3,2,3,1,2,3,Non,18.0,0,1,4,17,1,Infra & Cloud,Occasionnel,1,9
1092,40,M,Marié(e),Consulting,Manager,4,14,11,10,1,3,4,4,3,4,Non,20.0,0,1,6,20,4,Entrepreunariat,Occasionnel,11,1
1094,27,M,Marié(e),Consulting,Consultant,1,3,3,2,1,1,3,4,3,3,Non,19.0,0,3,4,8,5,Infra & Cloud,Aucun,1,2
1096,55,M,Marié(e),Consulting,Tech Lead,3,23,3,2,4,3,2,2,3,3,Non,18.0,0,1,4,2,1,Infra & Cloud,Frequent,1,2
1097,28,F,Célibataire,Consulting,Assistant de Direction,3,10,8,7,3,3,3,4,4,3,Non,13.0,0,0,4,10,3,Autre,Occasionnel,1,7
1098,44,M,Marié(e),Ressources Humaines,Ressources Humaines,9,24,20,6,2,2,1,4,3,3,Non,14.0,1,1,1,1,2,Transformation Digitale,Occasionnel,3,6
1099,33,M,Divorcé(e),Consulting,Manager,4,9,3,2,4,2,4,3,3,3,Non,15.0,0,1,2,5,3,Infra & Cloud,Occasionnel,1,2
1100,35,M,Célibataire,Commercial,Cadre Commercial,0,9,8,7,4,3,1,1,3,4,Oui,22.0,1,0,2,4,3,Entrepreunariat,Occasionnel,4,7
1101,33,F,Célibataire,Consulting,Assistant de Direction,1,14,13,7,1,2,3,2,3,4,Non,22.0,1,0,4,29,4,Transformation Digitale,Frequent,3,8
1102,28,M,Divorcé(e),Consulting,Consultant,1,4,4,2,1,3,3,4,2,3,Non,16.0,0,1,5,15,2,Infra & Cloud,Occasionnel,2,2
1103,34,M,Célibataire,Consulting,Manager,0,7,6,2,1,3,4,3,2,3,Non,17.0,0,0,1,3,1,Infra & Cloud,Frequent,0,4
1105,37,F,Divorcé(e),Commercial,Cadre Commercial,2,8,1,0,4,2,4,3,3,3,Oui,14.0,0,3,5,10,4,Infra & Cloud,Occasionnel,0,0
1106,25,M,Marié(e),Consulting,Consultant,1,7,7,7,4,3,4,2,4,3,Oui,15.0,1,1,3,4,1,Entrepreunariat,Occasionnel,5,6
1107,26,M,Divorcé(e),Consulting,Consultant,1,1,1,1,1,3,3,3,2,4,Non,20.0,1,1,0,21,3,Transformation Digitale,Occasionnel,0,0
1108,33,M,Célibataire,Consulting,Assistant de Direction,4,5,2,2,1,2,2,2,3,4,Oui,20.0,1,0,0,25,3,Transformation Digitale,Occasionnel,2,2
1109,42,M,Marié(e),Consulting,Senior Manager,0,23,22,6,4,3,1,4,3,3,Non,17.0,0,1,3,2,2,Transformation Digitale,Occasionnel,13,7
1111,28,M,Divorcé(e),Consulting,Consultant,1,1,1,0,1,2,2,1,3,3,Non,15.0,1,2,2,1,3,Transformation Digitale,Frequent,0,0
1113,50,M,Célibataire,Commercial,Cadre Commercial,3,5,0,0,4,3,3,4,3,3,Oui,14.0,1,0,4,1,4,Autre,Frequent,0,0
1114,33,F,Marié(e),Commercial,Cadre Commercial,0,4,3,2,4,3,2,3,3,3,Non,17.0,0,1,3,7,3,Infra & Cloud,Frequent,0,2
1115,34,M,Marié(e),Consulting,Assistant de Direction,3,6,0,0,3,2,4,4,3,3,Non,17.0,0,3,2,3,4,Infra & Cloud,Aucun,0,0
1116,48,M,Célibataire,Consulting,Senior Manager,2,27,5,4,1,4,4,3,2,4,Non,22.0,0,0,3,1,4,Transformation Digitale,Aucun,2,1
1117,45,F,Marié(e),Commercial,Cadre Commercial,1,15,15,10,2,2,3,4,3,3,Non,13.0,0,1,2,9,4,Infra & Cloud,Aucun,4,12
1118,52,M,Célibataire,Consulting,Manager,7,18,8,6,2,3,2,4,3,3,Non,19.0,0,0,4,7,4,Infra & Cloud,Occasionnel,4,0
1119,38,M,Divorcé(e),Commercial,Cadre Commercial,0,9,8,7,3,2,3,2,3,3,Oui,14.0,0,2,2,10,4,Marketing,Occasionnel,2,7
1120,29,F,Divorcé(e),Consulting,Assistant de Direction,4,11,7,5,3,3,4,1,3,4,Non,22.0,0,1,1,28,4,Infra & Cloud,Occasionnel,1,7
1121,28,F,Divorcé(e),Consulting,Tech Lead,0,10,9,7,4,3,2,2,2,3,Non,17.0,0,3,3,3,3,Transformation Digitale,Occasionnel,1,7
1124,46,M,Marié(e),Commercial,Senior Manager,3,23,12,9,1,3,3,4,3,3,Non,12.0,0,1,3,3,1,Marketing,Occasionnel,4,9
1125,38,M,Célibataire,Commercial,Cadre Commercial,7,10,1,0,4,3,2,3,3,3,Non,16.0,0,0,2,2,2,Marketing,Occasionnel,0,0
1126,43,F,Marié(e),Consulting,Tech Lead,8,18,8,7,3,3,1,3,3,3,Non,11.0,0,1,1,27,3,Infra & Cloud,Frequent,0,1
1127,39,M,Divorcé(e),Consulting,Manager,7,21,18,7,1,3,4,4,3,3,Non,11.0,1,3,4,2,3,Infra & Cloud,Frequent,11,5
1128,40,M,Célibataire,Consulting,Directeur Technique,1,21,20,7,3,2,3,1,4,3,Non,14.0,0,0,2,14,3,Transformation Digitale,Occasionnel,4,9
1131,21,F,Célibataire,Consulting,Assistant de Direction,1,2,2,2,4,2,2,3,4,3,Oui,11.0,0,0,6,1,1,Entrepreunariat,Occasionnel,2,2
1132,39,M,Célibataire,Consulting,Consultant,9,9,5,4,3,3,2,3,2,3,Non,15.0,0,0,2,9,3,Infra & Cloud,Aucun,0,3
1133,36,M,Célibataire,Consulting,Tech Lead,2,18,11,9,1,3,4,1,3,4,Non,20.0,0,0,0,18,4,Infra & Cloud,Aucun,0,9
1135,31,M,Marié(e),Commercial,Représentant Commercial,0,3,2,2,3,4,4,1,3,3,Non,12.0,0,1,4,20,3,Infra & Cloud,Frequent,2,2
1136,28,M,Marié(e),Consulting,Assistant de Direction,0,6,5,3,1,2,2,1,1,3,Non,17.0,0,0,2,2,1,Infra & Cloud,Occasionnel,0,4
1137,35,M,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,4,3,4,4,3,3,Non,11.0,0,1,3,11,2,Marketing,Frequent,0,2
1138,49,M,Marié(e),Commercial,Cadre Commercial,6,22,9,8,4,2,2,2,3,3,Non,17.0,0,1,3,8,4,Entrepreunariat,Occasionnel,2,3
1140,34,M,Célibataire,Consulting,Tech Lead,2,5,3,2,4,3,3,4,2,3,Non,11.0,0,0,3,2,2,Infra & Cloud,Frequent,0,2
1143,29,F,Divorcé(e),Consulting,Assistant de Direction,0,8,7,5,4,3,2,4,2,3,Non,14.0,0,2,2,10,3,Infra & Cloud,Frequent,1,1
1148,42,M,Célibataire,Consulting,Consultant,4,16,1,0,2,1,4,1,3,3,Non,19.0,0,0,3,29,3,Transformation Digitale,Occasionnel,0,0
1150,29,M,Marié(e),Consulting,Tech Lead,1,10,10,7,2,2,4,3,2,3,Oui,15.0,0,1,2,8,1,Transformation Digitale,Occasionnel,1,2
1152,38,M,Marié(e),Ressources Humaines,Ressources Humaines,1,7,7,6,3,4,3,4,4,3,Non,13.0,0,1,2,1,3,Ressources Humaines,Occasionnel,5,0
1154,28,M,Divorcé(e),Consulting,Assistant de Direction,1,3,3,1,3,2,3,4,3,3,Oui,14.0,0,1,2,6,3,Infra & Cloud,Frequent,0,2
1156,18,M,Célibataire,Consulting,Consultant,1,0,0,0,3,3,3,4,3,3,Non,12.0,1,0,0,8,1,Transformation Digitale,Aucun,0,0
1157,33,F,Célibataire,Commercial,Cadre Commercial,0,6,5,2,1,3,1,1,3,3,Oui,17.0,1,0,3,9,4,Marketing,Occasionnel,0,3
1158,41,M,Marié(e),Consulting,Consultant,3,6,1,0,2,3,4,1,3,3,Oui,11.0,0,1,4,12,4,Infra & Cloud,Occasionnel,0,0
1160,31,M,Marié(e),Consulting,Consultant,1,2,2,2,3,3,3,3,2,3,Non,12.0,1,1,5,15,3,Transformation Digitale,Frequent,2,2
1161,37,F,Divorcé(e),Consulting,Manager,7,9,6,2,3,2,4,3,3,3,Non,13.0,0,2,2,25,2,Transformation Digitale,Occasionnel,1,3
1162,27,M,Marié(e),Consulting,Assistant de Direction,1,4,4,2,4,2,3,3,3,3,Non,13.0,0,1,0,6,3,Infra & Cloud,Occasionnel,2,2
1163,34,F,Marié(e),Commercial,Cadre Commercial,1,6,6,5,2,3,3,1,2,4,Non,20.0,0,0,3,9,1,Infra & Cloud,Occasionnel,1,3
1164,35,M,Célibataire,Ressources Humaines,Ressources Humaines,1,6,5,4,3,3,3,2,1,3,Non,17.0,0,0,2,8,4,Entrepreunariat,Occasionnel,1,4
1165,29,F,Marié(e),Commercial,Cadre Commercial,1,11,11,8,4,2,1,1,1,3,Non,13.0,1,1,3,23,1,Infra & Cloud,Occasionnel,3,10
1166,40,F,Célibataire,Consulting,Directeur Technique,9,20,18,7,2,3,3,3,2,3,Non,17.0,0,0,3,9,4,Transformation Digitale,Frequent,2,13
1167,42,M,Célibataire,Commercial,Cadre Commercial,0,22,21,9,3,3,1,2,2,3,Oui,12.0,1,0,2,12,3,Infra & Cloud,Frequent,13,14
1171,42,M,Célibataire,Commercial,Cadre Commercial,7,9,6,4,2,3,1,4,4,3,Non,13.0,0,0,3,4,4,Marketing,Occasionnel,1,5
